"","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper"
"97","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Will Felder / Brian Kamilar / Nikki Medley",2,4,8,15,5,NA,NA,NA,19,"Blackadder II","CAN 1451",NA,NA,NA,"Andrew Cumming  / Will Felder / Brian Kamilar"
"98","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","George Peet / Erik Shampain / Michael Buckley",36,11,6,5,6,NA,NA,NA,28,"Skanky Gene","USA 1464",NA,NA,NA,"Jay Cross  / George Peet / Erik Shampain"
"99","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Cameron Aplleton / Pilar Calabrese / Jimmy Baranasa",3,14,1,19,11,NA,NA,NA,29,"The Martian","USA 1378",NA,NA,NA,"Marvin Beckmann  / Cameron Aplleton / Pilar Calabrese"
"100","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Joseph Morris / Ian Liberty / Jonny Goldsberry",12,47,10,6,1,NA,NA,NA,29,"TERRAPIN","USA 1228",NA,NA,NA,"Stephen Benjamin  / Joseph Morris / Ian Liberty"
"101","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Ian Coleman / Eric Lawrence",48,7,11,2,9,NA,NA,NA,29,"1225","USA 1225",NA,NA,NA,"Luke Lawrence  / Ian Coleman"
"102","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Steve Hunt / Mark Ivey / Serena Vilage",34,3,18,4,8,NA,NA,NA,33,"Lifted","USA 1408",NA,NA,NA,"Jim Cunningham  / Steve Hunt / Mark Ivey"
"103","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Brad Boston / Curtis Florence / Abie McGlaughin",35,6,4,12,12,NA,NA,NA,34,"La Tormenta","USA 1415",NA,NA,NA,"Shannon W Bush  / Brad Boston / Curtis Florence"
"104","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Clayton Bischoff / Greg Stevens",6,8,15,14,14,NA,NA,NA,42,"KGB","USA 979",NA,NA,NA,"Senet Bischoff  / Clayton Bischoff"
"105","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Randy Borges / Chris Snow / Taylor Borges",9,15,14,8,15,NA,NA,NA,46,"MB III","USA 1296",NA,NA,NA,"Jamie Hilton  / Randy Borges / Chris Snow"
"106","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Jon Easley / Glen Burton",11,18,12,9,22,NA,NA,NA,50,"Firing Line","USA 1398",NA,NA,NA,"Bruce Burton  / Jon Easley"
"107","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Lara Poljsak / Luis Doreste / David Vera",21,12,3,17,21,NA,NA,NA,53,"Tquila","SUI 1425",NA,NA,NA,"Seamus McHugh  / Lara Poljsak / Luis Doreste"
"108","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Skip Dieball / Morton Henriksen",17,10,19,7,23,NA,NA,NA,53,"Warcanoe","USA 1469",NA,NA,NA,"Michael Goldfarb  / Skip Dieball"
"109","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Ezra Culver / Karl Anderson",30,13,13,16,13,NA,NA,NA,55,"American Baby","USA 1394",NA,NA,NA,"George Francisco  / Ezra Culver"
"110","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Mark Manfield / Ben Cassford",10,5,17,29,26,NA,NA,NA,58,"Desparate","GBR 1432",NA,NA,NA,"Rob Tyrwhitt-Drake  / Mark Manfield"
"111","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship",NA,28,9,24,13,16,NA,NA,NA,62,"Gumption3","USA 1465",NA,NA,NA,NA
"112","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Phil Jaegar / Dirk Knuelman",14,19,47,21,10,NA,NA,NA,64,"Tiburon","BER 1454",NA,NA,NA,"Paul Sustrunk  / Phil Jaegar"
"113","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Ben Cooper / Neil Harrison",16,48,25,20,7,NA,NA,NA,68,"Highlife","GBR 1441",NA,NA,NA,"Peter Rogers  / Ben Cooper"
"114","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Maru Urban / Daniel Top / Allie Tillinghast",1,17,28,34,27,NA,NA,NA,73,"Dark N'Stormy","USA 1262",NA,NA,NA,"Edward Tillinghast  / Maru Urban / Daniel Top"
"115","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Watt Duffy / Dan Peckham",23,21,5,24,32,NA,NA,NA,73,"USA 1371","USA 1371",NA,NA,NA,"Ken Womack  / Watt Duffy"
"116","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Chris Manson-Hing / Rachel Daye / Brooks Daley",4,25,16,32,29,NA,NA,NA,74,"USA Youth Team Blue","USA 1280",NA,NA,NA,"Sean Cornell  / Chris Manson-Hing / Rachel Daye"
"117","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Andy Beadsworth / Adrian Oweles",31,30,23,18,4,NA,NA,NA,75,"USA 1424","USA 1424",NA,NA,NA,"Barry Parkin  / Andy Beadsworth"
"118","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Fred Stammer / Atlantic Brugman / John Harford",7,20,7,48,48,NA,NA,NA,82,"Freedom","USA 1456",NA,NA,NA,"Craig Mense  / Fred Stammer / Atlantic Brugman"
"119","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Brendan Healy / Reed Baldridge / Rebbeca Liggins",19,22,30,25,17,NA,NA,NA,83,"Leading Edge","USA 1090",NA,NA,NA,"Jeff Dever  / Brendan Healy / Reed Baldridge"
"120","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Graham Sunderland / Mark Lees / Hannah Peters",5,27,27,27,25,NA,NA,NA,84,"Strait Dealer USA","GBR 1459",NA,NA,NA,"David Franks  / Graham Sunderland / Mark Lees"
"121","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Paul Abdullah / Barret Rhoads",8,36,35,23,18,NA,NA,NA,84,"Athena","USA 1282",NA,NA,NA,"John Donnelly  / Paul Abdullah"
"122","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Chris Morgan / Monica Morgan / Kaitlyn Norton",18,31,21,30,20,NA,NA,NA,89,"USA 1300","USA 1300",NA,NA,NA,"Ernest Pomerleau  / Chris Morgan / Monica Morgan"
"123","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Wlliam Abbott / Peter Coleman",27,26,20,22,31,NA,NA,NA,95,"Clean Execution","USA 1305",NA,NA,NA,"Michael Gavin  / Wlliam Abbott"
"124","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Matt Lalumiere / Stephen Hansel / Olivia O'Reilly",38,23,32,10,36,NA,NA,NA,101,"Marge","USA 1327",NA,NA,NA,"Todd Lalumiere  / Matt Lalumiere / Stephen Hansel"
"125","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Bill Mauk / Raefel Melendez / Tim King",32,16,29,26,33,NA,NA,NA,103,"Something Good","USA 928",NA,NA,NA,"Ched Proctor  / Bill Mauk / Raefel Melendez"
"126","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Tom Dawson / Rob Scrivenor",37,24,26,28,30,NA,NA,NA,108,"SHADES","USA 1220",NA,NA,NA,"Ed Kriese  / Tom Dawson"
"127","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Matt Reid / Tim Thurbon",48,29,22,31,34,NA,NA,NA,116,"China Wight","GBR 1417",NA,NA,NA,"Nicholas Stagg  / Matt Reid"
"128","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Tim Banks / Jillian Atealot / Adam Kaplan",41,28,34,36,19,NA,NA,NA,117,"Nemesis","USA 1307",NA,NA,NA,"Jeff Nehms  / Tim Banks / Jillian Atealot"
"129","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Kent Paisley / Andrew Macray",29,35,31,37,24,NA,NA,NA,119,"Proudest Monkey","CAN 1010",NA,NA,NA,"Robert Hitchcock  / Kent Paisley"
"130","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Fraser MacKechnie / Meredith Harrington / Ray Goble",15,37,47,33,37,NA,NA,NA,122,"USA Youth Team Red","USA 1259",NA,NA,NA,"Reed Lorimer  / Fraser MacKechnie / Meredith Harrington"
"131","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Bill Johns / Tim Pitts",39,47,47,11,28,NA,NA,NA,125,"Mahalaga","USA 1168",NA,NA,NA,"Peter Vessella  / Bill Johns"
"132","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Gerri Whitley / Amy Baxter / Kaye Siemers",22,32,47,42,35,NA,NA,NA,131,"Ninkasi","USA 1126",NA,NA,NA,"Rick Kaiser  / Gerri Whitley / Amy Baxter"
"133","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Jamie Hardenbergh / Peter Browne",24,34,47,35,41,NA,NA,NA,134,"Natasha","USA 1012",NA,NA,NA,"Ted Hardenbergh  / Jamie Hardenbergh"
"134","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Butch Patterson / Alex Baker",20,40,37,41,48,NA,NA,NA,138,"Hat Trick","USA 1342",NA,NA,NA,"David Pryor  / Butch Patterson"
"135","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Scott Thomas / Roger Junet",26,33,47,43,40,NA,NA,NA,142,"Can't Believe Its Not Butter","USA 1224",NA,NA,NA,"Richard Ketchum  / Scott Thomas"
"136","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","David Bannister / Cam Carlin",33,39,39,40,48,NA,NA,NA,151,"Jeremiah","USA 1202",NA,NA,NA,"Jonah Pruitt  / David Bannister"
"137","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Connor Needham / John King / Jacques Lane",42,43,33,44,38,NA,NA,NA,156,"USA Youth Team White","USA 1000",NA,NA,NA,"Michael Morley  / Connor Needham / John King"
"138","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","Ed Barker / Tom Hanson",44,38,36,39,48,NA,NA,NA,157,"Hera","USA 1221",NA,NA,NA,"Hugh Greville  / Ed Barker"
"139","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship","James Tunk / Amanda Clark",43,41,47,38,39,NA,NA,NA,161,"Great American","USA 1159",NA,NA,NA,"Jeffrey Jamison  / James Tunk"
"140",NA,2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5973","Florida State Championship",NA,40,42,38,45,48,NA,NA,NA,165,"Morena Linda","BRA 1284",NA,NA,NA,NA
"141","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Luke Lawrence / Eric Lawrence",5,8,16,9,2,3,1,NA,28,"1225","USA 1225",NA,NA,NA,"Thomas Lihan  / Luke Lawrence"
"142","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Eric Langendal / Chuck Norris",31,9,3,2,9,6,9,NA,38,"Gumption3","USA 1465",NA,NA,NA,"Mark Mendlebatt  / Eric Langendal"
"143","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Will Felder / Victor Diaz Deleon / Nikki Medley",14,13,10,1,8,2,6,NA,40,"Blackadder II","CAN 1451",NA,NA,NA,"Andrew Cumming  / Will Felder / Victor Diaz Deleon"
"144","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Ian Liberty / Jonny Goldsberry / Michael Menninger",16,3,6,13,4,8,11,NA,45,"Terrapin","USA 1228",NA,NA,NA,"Stephen Benjamin  / Ian Liberty / Jonny Goldsberry"
"145","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Gonçalo Ribeiro / Richard Parslow / Joao De Matos Rosa",24,5,47,8,5,1,4,NA,47,"Ellamber","GBR 1470",NA,NA,NA,"Lawrie Smith  / Gonçalo Ribeiro / Richard Parslow"
"146","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Bill Johns / Phil Trinter",6,34,4,20,7,4,13,NA,54,"Mahalaga","USA 1168",NA,NA,NA,"Peter Vessella  / Bill Johns"
"147","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Lucas Calabrese / Diego Stefani / Austen Anderson",2,24,11,5,17,22,2,NA,59,"Rebel","USA 1419",NA,NA,NA,"Scott Kaufman  / Lucas Calabrese / Diego Stefani"
"148","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Bill Hardesty / Pilar Calabrese / Jimmy Baranasa",20,6,8,3,18,18,7,NA,60,"The Martian","USA 1378",NA,NA,NA,"Marvin Beckmann  / Bill Hardesty / Pilar Calabrese"
"149","etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","George Peet / Erik Shampain / Michael Buckley",17,10,47,12,6,10,8,NA,63,"Skanky Gene","USA 1464",NA,NA,NA,"Jay Cross  / George Peet / Erik Shampain"
"150","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Jon Easley / Glenn Burton",4,16,20,47,13,11,3,NA,67,"Firing Line","USA 1398",NA,NA,NA,"Bruce Burton  / Jon Easley"
"151","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Skip Dieball / Morten Henriksen",33,2,2,21,11,14,21,NA,71,"Warcanoe","USA 1469",NA,NA,NA,"Michael Goldfarb  / Skip Dieball"
"152","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Chris Larson / Simon Fry",26,14,13,10,32,9,5,NA,77,"Goombay Smash","USA 1455",NA,NA,NA,"William Douglass  / Chris Larson"
"153","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Jimmy Kenedy / Jeff Madrigali / Ding Corsi",3,11,15,47,3,24,22,NA,78,"Tiburon","BER 1454",NA,NA,NA,"Dirk Kneulman  / Jimmy Kenedy / Jeff Madrigali"
"154","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Brian Ledbetter / Ben Kinney",38,7,5,16,12,12,28,NA,80,"KGB","USA 979",NA,NA,NA,"Senet Bischoff  / Brian Ledbetter"
"155","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Evan Aras / Alec Anderson / Wilson Stout",39,4,22,4,16,16,24,NA,86,"Caramba","USA 1405",NA,NA,NA,"Jose Fuentes  / Evan Aras / Alec Anderson"
"156","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Lara Poljsak / Luis Doreste / David Vera",25,15,9,11,20,34,10,NA,90,"Tquila","SUI 1425",NA,NA,NA,"Seamus McHugh  / Lara Poljsak / Luis Doreste"
"157","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Andrew Palfrey / Ben Lamb",27,20,47,27,1,5,17,NA,97,"Oatmeal","USA 1453",NA,NA,NA,"Peter Duncan  / Andrew Palfrey"
"158","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Ezra Culver / Karl Anderson",11,12,30,25,19,7,23,NA,97,"American Baby","USA 1454",NA,NA,NA,"George Francisco  / Ezra Culver"
"159","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Randy Borges / Chris Snow / Taylor Borges",15,17,12,19,21,15,19,NA,97,"MB III","USA 1296",NA,NA,NA,"Jamie Hilton  / Randy Borges / Chris Snow"
"160","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Ben Cooper / Neil Harrison",8,30,27,7,10,20,26,NA,98,"Highlife","GBR 1441",NA,NA,NA,"Peter Rogers  / Ben Cooper"
"161","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Brian Hammersley / Andrew Mills",35,21,7,14,15,17,31,NA,105,"Swedish Blue  (Corinthian)","GBR 1438",NA,NA,NA,"Ante Razmilovic  / Brian Hammersley"
"162","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Watt Duffy / Dan Peckham",21,22,1,23,37,27,12,NA,106,"USA 1371","USA 1371",NA,NA,NA,"Ken Womack  / Watt Duffy"
"163","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Chris Morgan / Monica Morgan / Kaitlyn Norton",13,25,24,15,29,19,15,NA,111,"USA 1300","USA 1300",NA,NA,NA,"Geoff Becker  / Chris Morgan / Monica Morgan"
"164","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Steve Hunt / Mark Ivey / Serena Vilage",18,19,18,26,31,13,25,NA,119,"Lifted","USA 1408",NA,NA,NA,"Jim Cunningham  / Steve Hunt / Mark Ivey"
"165","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Mark Manfield / Ben Cassford/Roger Reynolds",12,28,25,6,28,42,30,NA,129,"Desparate","GBR 1432",NA,NA,NA,"Rob Tyrwhitt-Drake  / Mark Manfield"
"166","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Graham Sunderland / Mark Lees / Hannah Peters",37,45,35,17,14,26,18,NA,147,"Strait Dealer USA","GBR 1459",NA,NA,NA,"David Franks  / Graham Sunderland / Mark Lees"
"167","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Jeff Bonnanni / Atlantic Brugman / John Harford",9,36,32,38,26,32,14,NA,149,"Freedom","USA 1456",NA,NA,NA,"Craig Mense  / Jeff Bonnanni / Atlantic Brugman"
"168","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Jamie Hardenbergh / Peter Browne",7,41,29,31,22,23,40,NA,152,"Natasha  (Corinthian)","USA 1012",NA,NA,NA,"Ted Hardenbergh  / Jamie Hardenbergh"
"169","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Chris Manson-Hing / Franny Schutte / Brooks Daley",32,33,14,18,30,43,27,NA,154,"USA Youth Team Blue  (Corinthian)","USA 1280",NA,NA,NA,"Kyle Comerford  / Chris Manson-Hing / Franny Schutte"
"170","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Paul Abdullah / Barrett Rhoads",44,43,23,32,23,25,16,NA,162,"Athena","USA 1282",NA,NA,NA,"John Donnelly  / Paul Abdullah"
"171","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Gerri Whitley / Amy Baxter",1,39,31,33,36,31,38,NA,170,"Ninkasi  (Corinthian)","USA 1126",NA,NA,NA,"Rick Kaiser  / Gerri Whitley"
"172","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Kent Paisley / Andrew Macray",10,35,19,39,34,38,35,NA,171,"Proudest Monkey  (Corinthian)","CAN 1010",NA,NA,NA,"Robert Hitchcock  / Kent Paisley"
"173","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Rachel Daye / Fraser MacKenzie",23,18,26,29,45,40,37,NA,173,"USA Youth Team Red  (Corinthian)","USA 1259",NA,NA,NA,"Ben Wilkinson  / Rachel Daye"
"174","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Scott Scheffer / Reed Baldridge",22,37,33,30,33,35,20,NA,173,"Leading Edge","USA 1090",NA,NA,NA,"Jeff Dever  / Scott Scheffer"
"175","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Brad Boston / Nick Ford / Emery Williams",29,27,47,28,24,21,47,NA,176,"La Tormenta","USA 1415",NA,NA,NA,"Shannon W Bush  / Brad Boston / Nick Ford"
"176","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Matt Reid / Bruno Van Dyke",34,31,36,22,25,30,36,NA,178,"China Wight","GBR 1417",NA,NA,NA,"Tom Abley  / Matt Reid"
"177","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Bill Mauk / Rafael Melendez / Caroline Patten",30,1,47,47,44,36,29,NA,187,"Something Good","USA 928",NA,NA,NA,"Ched Proctor  / Bill Mauk / Rafael Melendez"
"178","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","David Bedford / Duncan Truswell",41,38,17,36,38,33,32,NA,194,"Exabyte 7","GBR 1437",NA,NA,NA,"Shaun Frohlich  / David Bedford"
"179","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Ed Barker / Bill Colehower",45,40,34,35,27,28,33,NA,197,"Hera  (Corinthian)","USA 1221",NA,NA,NA,"Hugh Greville  / Ed Barker"
"180","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Tom Dawson / Rob Scrivenor",36,29,28,24,42,41,41,NA,199,"SHADES","USA 1220",NA,NA,NA,"Ed Kriese  / Tom Dawson"
"181","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Tim Banks / Jillian Aydelotte / Buddy Byington",46,26,21,47,35,37,39,NA,204,"Nemesis  (Corinthian)","USA 1307",NA,NA,NA,"Jeff Nehms  / Tim Banks / Jillian Aydelotte"
"182","Etchells",2019,"https://www.yachtscoring.com/event_results_cumulative.cfm?eID=5974","Miami Mid-Winters","Andrew Rogers / Irek Zubko",43,23,38,34,40,46,34,NA,212,"Southern Etchells","CAN 993",NA,NA,NA,"Jerry Wendt  / Andrew Rogers"
