"","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper"
"2783",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,21,36,31,40,NA,NA,NA,NA,128,"Pied Piper","USA 1261","61",NA,29,"Henry Chau / Ed Cabassa"
"2784",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,33,24,38,33,NA,NA,NA,NA,128,"USA 1185","USA 1185","14",NA,30,"Robert Allardice"
"2785",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,22,33,36,39,NA,NA,NA,NA,130,"Wiki Wiki","USA 1306","06",NA,31,"Tom Hughes"
"2786",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,19,16,54,42,NA,NA,NA,NA,131,"Ninkasi","USA 1126","26",NA,32,"Rick Kaiser"
"2787",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,66,21,23,21,NA,NA,NA,NA,131,"USA1008","USA1008","44",NA,33,"Mike Goldfarb"
"2788",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,14,49,52,19,NA,NA,NA,NA,134,"Chemical Imbalance","USA 1105","15",NA,34,"Robert Hitchcock"
"2789",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,17,31,48,38,NA,NA,NA,NA,134,"Annie","USA 1238","38",NA,35,"Gary Gilbert"
"2790",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,20,5,66,45,NA,NA,NA,NA,136,"Sagara","CAN 1362","62",NA,36,"Tony Young"
"2791",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,28,25,49,36,NA,NA,NA,NA,138,"Mischief","USA 1069","69",NA,37,"Betsy Altman"
"2792",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,66,38,15,23,NA,NA,NA,NA,142,"Glucklich","USA 1280","80",NA,38,"Aaron Houston"
"2793",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,26,34,43,53,NA,NA,NA,NA,156,"Tinker","GBR 1252","52",NA,39,"Alex Lacy"
"2794",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,37,42,29,49,NA,NA,NA,NA,157,"Apple Knockers","USA 1182","82",NA,40,"Mark Flekenstein"
"2795",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,53,40,39,29,NA,NA,NA,NA,161,"""Mom, can we keep her""","USA 1086","86",NA,41,"Andrew Connell"
"2796",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,39,47,44,31,NA,NA,NA,NA,161,"Encore","USA 1304","04",NA,42,"Ralph Hertz"
"2797",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,44,29,45,44,NA,NA,NA,NA,162,"Vice","USA 1055","55",NA,43,"Chris Lanza"
"2798",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,35,48,33,46,NA,NA,NA,NA,162,"Lucky","USA 1355","29",NA,44,"Byron Ehrhart"
"2799",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,38,37,26,66,NA,NA,NA,NA,167,"CNQ","USA 1111","42",NA,45,"Jay Hansen"
"2800",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,54,58,46,14,NA,NA,NA,NA,172,"Flying Colors","USA 1241","41",NA,46,"Ken Womack"
"2801",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,40,43,40,52,NA,NA,NA,NA,175,"Peligrosa","USA 1307","07",NA,47,"Jeff Nehms"
"2802",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,46,63,47,20,NA,NA,NA,NA,176,"La Tormenta","USA 1137","37",NA,48,"Shannon Bush"
"2803",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,59,45,37,35,NA,NA,NA,NA,176,"USA 1145","USA 1145","45",NA,49,"PJ Keenan"
"2804",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,41,27,66,43,NA,NA,NA,NA,177,"USA 1328","USA 1328","23",NA,50,"Mark Toso / Terry Naylon"
"2805",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,42,35,55,47,NA,NA,NA,NA,179,"Widespread Panic","USA 1239","39",NA,51,"Steve Horwitz"
"2806",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,66,57,35,24,NA,NA,NA,NA,182,"Take 2","GBR 1267","67",NA,52,"Richard Merriweather"
"2807",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,49,28,50,55,NA,NA,NA,NA,182,"Caramba","USA 1097","97",NA,53,"Jose Fuentes"
"2808",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,50,44,30,66,NA,NA,NA,NA,190,"Thin Ice","USA 1166","43",NA,54,"Stuart Hebb"
"2809",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,47,55,51,51,NA,NA,NA,NA,204,"Triskaidekaphobia","USA 1313","13",NA,55,"Patricia Stadel"
"2810",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,51,56,53,56,NA,NA,NA,NA,216,"E DEC","USA 1231","31",NA,56,"Byron Marchant"
"2811",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,61,59,32,66,NA,NA,NA,NA,218,"USA 1224","USA 1224","24",NA,57,"Kurt Winkelmann"
"2812",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,48,61,59,50,NA,NA,NA,NA,218,"USA944","USA944","54",NA,58,"Peter Carroll"
"2813",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,52,46,66,58,NA,NA,NA,NA,222,"Moment","USA 1096","34",NA,59,"Don Shillingburg"
"2814",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,56,52,58,60,NA,NA,NA,NA,226,"John Deere","USA 1094","94",NA,60,"Dick Hodgson / Sharon Bourke"
"2815",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,60,51,61,59,NA,NA,NA,NA,231,"Cassie","USA 1178","78",NA,61,"Russ Burke / Dave Cunningham"
"2816",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,55,53,57,66,NA,NA,NA,NA,231,"USA 1299","USA 1299","99",NA,62,"Jerry Fulp / Randy White"
"2817",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,58,60,56,57,NA,NA,NA,NA,231,"Brazen Hussy","USA 1103","03",NA,63,"Ted Jones"
"2818",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,57,62,60,58,NA,NA,NA,NA,237,"Contessa","USA 808","58",NA,64,"John Greeven"
"2819",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007doren.htm","Sid Doren Memorial",NA,62,64,62,54,NA,NA,NA,NA,242,"Ten Sixty Five","USA 659","17",NA,65,"Martin O'Neill"
"2820",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,1,NA,2,4,14,NA,NA,NA,21,"Pipe Dream 12","USA 1202","02",NA,1,"Scott Piper"
"2821",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,6,4,NA,8,10,NA,NA,NA,28,"Carina","USA 1212","12",NA,3,"Steve Girling"
"2822",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,3,6,NA,13,8,NA,NA,NA,30,"Keep Smiling","USA 1232","32",NA,5,"Marvin Beckmann"
"2823",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,18,12,NA,2,1,NA,NA,NA,33,"USA 1061","USA 1061","18",NA,6,"Jud Smith / Henry Frazer"
"2824",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,14,2,11,NA,11,NA,NA,NA,38,"Swedish Blue","GBR 1302","22",NA,7,"Ante Razmilovic"
"2825",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,7,24,NA,3,4,NA,NA,NA,38,"Phoenix","USA 1233","33",NA,8,"Chuck Coyer"
"2826",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,11,10,4,17,NA,NA,NA,NA,42,"USA 1296","USA 1296","96",NA,9,"Jeffrey Siegal"
"2827",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,27,8,3,11,NA,NA,NA,NA,49,"USA 1185","USA 1185","14",NA,10,"Robert Allardice"
"2828",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,16,NA,12,1,26,NA,NA,NA,55,"One and In","USA 1285","85",NA,11,"Bruce Golison / Steve Flam"
"2829",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,13,NA,9,21,15,NA,NA,NA,58,"Victory","USA 1309","09",NA,14,"Buddy Cribb"
"2830",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,30,13,NA,5,18,NA,NA,NA,66,"Rhumb Line","USA 928","28",NA,17,"Bill Mauk / TBD"
"2831",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,17,7,27,15,NA,NA,NA,NA,66,"Mr. Wilson","USA 1207","27",NA,18,"Jeff Padnos"
"2832",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,10,19,10,28,NA,NA,NA,NA,67,"Riva","USA 1221","21",NA,19,"Wade Edwards"
"2833",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,4,NA,17,34,16,NA,NA,NA,71,"Flying Colors","USA 1241","41",NA,20,"Ken Womack"
"2834",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,15,33,8,25,NA,NA,NA,NA,81,"Annie","USA 1238","38",NA,22,"Gary Gilbert"
"2835",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,5,NA,47,20,12,NA,NA,NA,84,"Glucklich","USA 1280","80",NA,23,"Aaron Houston"
"2836",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,26,NA,19,22,20,NA,NA,NA,87,"USA 1220","USA 1220","20",NA,24,"Sam Barron-Fox / Hugh Jones"
"2837",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,22,NA,20,29,32,NA,NA,NA,103,"CNQ","USA 1110","42",NA,25,"Jay Hansen"
"2838",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,29,22,26,27,NA,NA,NA,NA,104,"Extra Spicey","USA 1108","56",NA,26,"Paul Koeller"
"2839",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,20,40,36,NA,9,NA,NA,NA,105,"USA 1300","USA 1300","00",NA,27,"Ernie Pomerleau / Mike Dressell"
"2840",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,32,43,15,19,NA,NA,NA,NA,109,"Pied Piper","USA 1261","61",NA,28,"Henry Chau / Ed Cabassa"
"2841",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,21,29,33,NA,30,NA,NA,NA,113,"Champagne III","USA 1259","59",NA,29,"John Ulbrich"
"2842",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,53,NA,24,31,7,NA,NA,NA,115,"USA 1100","USA 1100","11",NA,30,"Tim Keyworth"
"2843",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,47,11,34,23,NA,NA,NA,NA,115,"Junkyard Dog","USA 1265","53",NA,31,"Joseph Bainton"
"2844",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,2,NA,42,52,29,NA,NA,NA,125,"Tinker","GBR 1252","52",NA,32,"Alex Lacy"
"2845",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,31,28,NA,30,36,NA,NA,NA,125,"Lucky","USA 1355","29",NA,33,"Byron Ehrhart"
"2846",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,24,41,40,26,NA,NA,NA,NA,131,"Cruel Jane","CAN 1355","16",NA,35,"Hank Lammons"
"2847",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,40,14,7,NA,72,NA,NA,NA,133,"Mr. Snatch","USA 1266","66",NA,36,"Peter Duncan"
"2848",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,54,34,38,10,NA,NA,NA,NA,136,"Sting Wray","USA 1310","10",NA,38,"Robert Wray"
"2849",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,37,30,NA,48,21,NA,NA,NA,136,"Pirate","USA 1001","01",NA,39,"Donald Maxwell"
"2850",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,34,NA,43,35,25,NA,NA,NA,137,"Ninkasi","USA 1126","26",NA,40,"Rick Kaiser"
"2851",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,43,32,NA,41,22,NA,NA,NA,138,"Wicked One","USA 1305","05",NA,41,"Roger Wickens"
"2852",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,58,31,NA,32,19,NA,NA,NA,140,"USA 1076","USA 1076","76",NA,42,"Ray Harrington"
"2853",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,28,25,23,NA,72,NA,NA,NA,148,"Lone Star","USA 1098","35",NA,43,"Gary Ross / Mike McCann"
"2854",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,23,38,16,NA,72,NA,NA,NA,149,"Chemical Imbalance","USA 1105","15",NA,44,"Robert Hitchcock"
"2855",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,50,47,13,40,NA,NA,NA,NA,150,"La Tormenta","USA 1137","37",NA,45,"Shannon Bush"
"2856",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,25,NA,21,33,72,NA,NA,NA,151,"Take 2","GBR 1267","67",NA,46,"Richard Merriweather"
"2857",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,46,44,30,37,NA,NA,NA,NA,157,"Sagara","CAN 1362","62",NA,47,"Tony Young"
"2858",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,49,20,18,NA,72,NA,NA,NA,159,"Thin Ice","USA 1166","43",NA,48,"Stuart Hebb"
"2859",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,8,46,37,NA,72,NA,NA,NA,163,"Vice","USA 1055","55",NA,49,"Chris Lanza"
"2860",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,44,51,41,36,NA,NA,NA,NA,172,"Encore","USA 1304","04",NA,51,"Ralph Hertz"
"2861",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,41,50,NA,47,35,NA,NA,NA,173,"Peligrosa","USA 1307","07",NA,52,"Jeff Nehms"
"2862",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,35,53,52,NA,38,NA,NA,NA,178,"Firefly","USA 944","54",NA,53,"Peter Carroll"
"2863",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,12,59,55,53,NA,NA,NA,NA,179,"USA 1298","USA 1298","77",NA,54,"Greg Hodkinson / Paul Fried"
"2864",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,48,45,NA,49,37,NA,NA,NA,179,"USA 1328","USA 1328","23",NA,55,"Mark Toso / Terry Naylon"
"2865",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,36,58,57,45,NA,NA,NA,NA,196,"Tithonus","USA 1209","19",NA,56,"Dave Smalley"
"2866",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,55,39,54,50,NA,NA,NA,NA,198,"Cassie","USA 1178","78",NA,57,"Russ Burke / Dave Cunningham"
"2867",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,42,62,48,46,NA,NA,NA,NA,198,"Moment","USA 1096","34",NA,58,"Don Shillingburg"
"2868",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,45,49,50,54,NA,NA,NA,NA,198,"USA 1145","USA 1145","45",NA,59,"PJ Keenan"
"2869",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,61,18,59,NA,72,NA,NA,NA,210,"USA 1299","USA 1299","99",NA,60,"Jerry Fulp / Randy White"
"2870",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,63,63,NA,56,39,NA,NA,NA,221,"Contessa","USA 808","58",NA,62,"John Greeven"
"2871",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,51,56,56,NA,72,NA,NA,NA,235,"""Mom, can we keep her""","USA 1086","86",NA,63,"Andrew Connell"
"2872",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,57,54,58,NA,72,NA,NA,NA,241,"Triskaidekaphobia","USA 1313","13",NA,64,"Patricia Stadel"
"2873",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007flstate.htm","Florida State Championship",NA,62,60,61,NA,72,NA,NA,NA,255,"Brazen Hussy","USA 1103","03",NA,65,"Ted Jones"
"2874",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,2,10,6,14,NA,8,NA,NA,40,"Pipe Dream 12","USA 1202","02",NA,2,"Scott Piper"
"2875",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,6,6,11,20,7,NA,NA,NA,50,"Lucky","USA 1355","29",NA,3,"Byron Ehrhart"
"2876",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,3,15,17,2,14,NA,NA,NA,51,"One and In","USA 1285","85",NA,4,"Bruce Gollison / Steve Flam"
"2877",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,26,4,7,10,NA,11,NA,NA,58,"USA 1185","USA 1185","14",NA,8,"Tim Hotchkiss"
"2878",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,19,12,19,11,NA,1,NA,NA,62,"Phoenix","USA 1233","33",NA,10,"Chuck Coyer"
"2879",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,29,25,5,1,4,NA,NA,NA,64,"Dawn Raid","GBR 1361","30",NA,11,"Oscar Strugstad"
"2880",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,1,NA,33,13,5,12,NA,NA,64,"USA 1341","USA 1341","25",NA,12,"Chuck Poindexter"
"2881",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,17,NA,9,17,17,5,NA,NA,65,"GBR","GBR 1187","36",NA,13,"Cameron Appleton"
"2882",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,16,8,NA,5,6,39,NA,NA,74,"USA 1147","USA 1147","47",NA,14,"Vince Brun / Michael Allen"
"2883",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,9,9,12,18,27,NA,NA,NA,75,"Victory","USA 1309","09",NA,15,"Buddy Cribb"
"2884",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,5,1,23,NA,16,33,NA,NA,78,"Carina","USA 1212","12",NA,16,"Steve Girling"
"2885",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,25,21,NA,16,12,4,NA,NA,78,"Lone Star","USA 1098","35",NA,17,"Gary Ross / Mike McCann"
"2886",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,24,11,14,9,22,NA,NA,NA,80,"Mahalaga","USA 1168","68",NA,18,"Peter Vessella"
"2887",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,15,13,10,28,18,NA,NA,NA,84,"USA 1061","USA 1061","18",NA,20,"Jud Smith / Dave Curtis"
"2888",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,10,19,22,NA,25,13,NA,NA,89,"Keep Smiling","USA 1232","32",NA,21,"Marvin Beckmann"
"2889",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,20,NA,3,25,33,15,NA,NA,96,"Sting Wray","USA 1310","10",NA,22,"Robert Wray"
"2890",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,23,20,21,15,29,NA,NA,NA,108,"Riva","USA 1221","21",NA,23,"Wade Edwards"
"2891",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,4,14,24,33,35,NA,NA,NA,110,"Mr. Wilson","USA 1207","27",NA,24,"Jeff Padnos"
"2892",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,30,NA,16,35,10,21,NA,NA,112,"Rhumb Line","USA 928","28",NA,25,"Bill Mauk"
"2893",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,13,16,35,40,23,NA,NA,NA,127,"Glucklich","USA 1280","80",NA,27,"Aaron Houston"
"2894",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,7,NA,28,36,47,24,NA,NA,142,"Peligrosa","USA 1307","07",NA,29,"Jeff Nehms"
"2895",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,14,23,55,NA,38,18,NA,NA,148,"Flying Colors","USA 1241","41",NA,32,"Ken Womack"
"2896",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,35,39,13,54,9,NA,NA,NA,150,"USA 1100","USA 1100","11",NA,33,"Tim Keyworth"
"2897",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,11,32,NA,37,43,31,NA,NA,154,"Wicked One","USA 1305","05",NA,34,"Roger Wickens"
"2898",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,12,53,NA,38,2,51,NA,NA,156,"Extra Spicey","USA 1108","56",NA,35,"Paul Koeller"
"2899",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,36,35,50,NA,32,9,NA,NA,162,"Triskaidekaphobia","USA 1313","13",NA,36,"Patricia Stadel"
"2900",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,32,41,31,NA,37,22,NA,NA,163,"CNQ","USA 1110","42",NA,37,"Jay Hansen"
"2901",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,28,29,44,NA,24,38,NA,NA,163,"Caramba","USA 1097","97",NA,38,"Jose Fuentes"
"2902",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,37,26,NA,31,41,34,NA,NA,169,"USA 1328","USA 1328","23",NA,39,"Mark Toso / Terry Naylon"
"2903",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,52,38,NA,27,45,10,NA,NA,172,"Mischief","USA 1069","69",NA,40,"Betsy Altman"
"2904",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,43,NA,34,21,36,40,NA,NA,174,"Annie","USA 1238","38",NA,41,"Gary Gilbert"
"2905",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,46,43,56,19,11,NA,NA,NA,175,"Chemical Imbalance","USA 1105","15",NA,42,"Robert Hitchcock"
"2906",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,50,NA,15,42,54,14,NA,NA,175,"Ninkasi","USA 1126","26",NA,43,"Rick Kaiser"
"2907",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,27,37,NA,57,31,30,NA,NA,182,"USA 1300","USA 1300","00",NA,44,"Ernie Pomerleau / Mike Dressell"
"2908",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,33,45,18,47,NA,46,NA,NA,189,"Vice","USA 1055","55",NA,45,"Chris Lanza"
"2909",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,54,24,25,44,NA,44,NA,NA,191,"USA 1224","USA 1224","24",NA,46,"Kurt Winkelmann"
"2910",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,22,31,36,41,NA,63,NA,NA,193,"Take 2","GBR 1267","67",NA,47,"Richard Merriweather"
"2911",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,42,46,NA,34,28,45,NA,NA,195,"Pirate","USA 1001","01",NA,48,"Donald Maxwell"
"2912",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,31,NA,46,39,60,20,NA,NA,196,"Voo Doo Too !!!","USA 1166","98",NA,49,"Gretchen Kinsey / Ralph Carpenter"
