"","bow","sail number","yacht name","yacht design","skipper/crew","race1","race2","race3","race4","race5","to","total","year","url","name","race6","race7","race8","owner/skipper","place","#","other #","boat name","owner","race 1","race 2","race 3","race 4","race 5","race 6","bow #","sail #","race 7","pos","bow/sail","boat","skipper","1","2","3","4","totalpoints","race 8","sail#","bow#","r1","r2","r3","r4","r5","r6","throwouttotal pts","crew","club","5","6","7","8","race 1 pts","race 2 pts","total points","pts","from","ttl","pl.","total
points","total
 points","throwout total pts","r 1","r 2","r 3","r 4","r 5","r 6","r 7","r 8"
"1791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"5","32","USA 1232","Keep Smiling","Marvin Beckmann","13","11","- 30","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"6","72","USA 1372","Pipe Dream XVI","Scott Piper","7","5","9","12","- 49 dnf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"7","05","USA 1305","Clean Execution","Michael Gavin","12","16","7","1","- 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"8","68","USA 1168","Mahalaga","Peter Vessella","11","9","- 24","15","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"9","77","USA 1177","USA 1177","Bruce Huber","15","3","- 18","6","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"10","59","USA 1259","Champagne III","John Ulbrich","2","12","13","9redress","-49 dns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"11","75","USA 1375","USA 1375","Argyle Campbell","1","6","29","- 33","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"12","27","CAN 1327","Bella Rena","Henry Demone","9","4","4","- 41","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"13","14","USA 1402","USA 1402","Jim Cunningham","14","13","- 42","13","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"14","08","USA 1308","KGB","KGBKinney/Bischoff","4","- 26","16","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"15","34","USA 1341","USA 1341","Chuck Poindexter","23","15","3","- 28","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"16","18","USA 1085","Cougar","Ethan Doyle","- 25","7","20","18","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"17","03","GRE 1368","EFYRA 3","Stratis Andreadis","28","- 39","10","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"18","37","USA 1137","La Tormenta","Shannon Bush","6","17","- 26","19","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"19","93","GBR 993","Gelert","James Howells","17","8","- 22","20","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"20","73","USA 1373","Victory","Buddy Cribb","3","- 44","19","22","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"21","64","USA 1264","USA 1264","Francisco / Guerriero","16","- 43","17","23","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"22","91","CAN 968","CAN 968","Jerry Wendt","- 29","19","23","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"23","78","USA 978","Julia","Rick Kaiser","30","10","- 33","27","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"24","41","USA 1241","Flying Colors","Ken Womack","22","- 32","14","17","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"25","97","USA 1097","Caramba","Jose Fuentes","20","31","5","- 32","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"26","55","USA 1355","Lucky","Bryon Ehrhart","27","21","11","- 37","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"27","88","BAH 1388","Annie","Gary Gilbert","- 42","23","31","5","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"28","15","USA 1055","Vertigo","Chris Lanza","39","22","8","21","- 49 dnf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"29","98","USA 1350","Firing Line","Bruce Burton","- 32","18","27","24","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"30","89","NZL 1348","Tiburon","Mark Watson / Dirk 
    Kneulman","19","37","- 39","25","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"31","24","USA 1224","Lakota","Peter Sulick","- 31","28","15","26","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"32","19","USA 1198","America Jane II","Scott Kaufman","- 44","24","28","16","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"33","45","USA 1145","Trankeylo","PJ Keenan","10","- 45","37","40","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"34","80","USA 1280","USA 1280","Craig Mense","34","30","- 38","14","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"35","10","USA 1310","USA 1310","John Podmajersky","21","20","21","- 49 dnc","49 dnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"36","23","CAN 1231","Wayward","Jerry O'Brien","36","14","- 45","30","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"37","85","USA 1185","USA 1185","Allardice / Hitchcock","26","29","- 43","36","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"121","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"38","07","USA 1307","Nemesis","Jeff Nehms","33","34","- 35","29","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"127","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"39","39","USA 1239","Widespread Panic","Steve Horwitz","18","35","25","- 49 dnf","49 dns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"40","49","USA 980","Brass Monkey","Michael Frerker","38","27","- 47","31","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"41","11","USA 1111","Crapshoot","Patricia Stadel","- 46","33","41","34","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"144","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"42","28","USA 1328","Hat Trick","Toso / Naylon","35","- 40","34","38","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"152","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"43","94","USA 1094","John Deere","Hodgson / Bourke","41","41","32","- 44","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"154","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"44","20","USA 1208","Gumption","Kevin Grainger","37","42","40","35","- 49 dnf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"164","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"45","51","USA 1155","Trixie Blue","Doug Schneibner / Tom 
      Norsworthy","43","- 46","46","39","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"46","84","CAN 1284","Morena Linda","Mauricio Verdier","40","- 49 dsq","44","42","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"168","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"47","22","USA 1202","Jeremiah","Jonah Pruitt III","47","36","36","- 49 dnc","49 dnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"48","71","USA 1371","Pied Piper","Tom Piper","- 49 dnf","49 dns","49 dns","43","49 dns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2012","http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,NA,NA,NA,"","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2012","http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,NA,NA,"January 7 - 8, 2012","Doren Cup",NA,NA,"January 7 - 8, 2012",NA,"","",NA,NA,NA,NA,"Doren Cup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2012","http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2012","http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,NA,NA,"","Etchells",NA,NA,"",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","2012","http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,NA,NA,"Argyle Campbell","1",NA,NA,"USA 1375",NA,"3","6",NA,NA,NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA 1375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","2012","http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,NA,NA,"Dressell / Pomerleau","2",NA,NA,"USA 1300",NA,"8","4",NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA 1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
